STATUS | wrapper  | main    | 2023/10/31 09:44:20.318 | --> Wrapper Started as Daemon
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at java.base/sun.nio.ch.ServerSocketAdaptor.bind(ServerSocketAdaptor.java:89)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at org.apache.tomcat.util.net.NioEndpoint.initServerSocket(NioEndpoint.java:226)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at org.apache.tomcat.util.net.NioEndpoint.bind(NioEndpoint.java:202)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at org.apache.tomcat.util.net.AbstractEndpoint.bindWithCleanup(AbstractEndpoint.java:1296)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at org.apache.tomcat.util.net.AbstractEndpoint.init(AbstractEndpoint.java:1309)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at org.apache.tomcat.util.net.AbstractJsseEndpoint.init(AbstractJsseEndpoint.java:231)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at org.apache.coyote.AbstractProtocol.init(AbstractProtocol.java:693)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at org.apache.coyote.http11.AbstractHttp11Protocol.init(AbstractHttp11Protocol.java:76)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at org.apache.catalina.connector.Connector.initInternal(Connector.java:1073)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	... 19 more
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | out 31, 2023 9:44:21 AM org.apache.coyote.AbstractProtocol init
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | INFO: Initializing ProtocolHandler ["https-jsse-nio-9002"]
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | out 31, 2023 9:44:21 AM org.apache.catalina.core.StandardService initInternal
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | SEVERE: Failed to initialize connector [Connector[HTTP/1.1-9002]]
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | org.apache.catalina.LifecycleException: Protocol handler initialization failed
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at org.apache.catalina.connector.Connector.initInternal(Connector.java:1075)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at org.apache.catalina.util.LifecycleBase.init(LifecycleBase.java:136)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at org.apache.catalina.core.StandardService.initInternal(StandardService.java:559)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at org.apache.catalina.util.LifecycleBase.init(LifecycleBase.java:136)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at org.apache.catalina.core.StandardServer.initInternal(StandardServer.java:857)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at org.apache.catalina.util.LifecycleBase.init(LifecycleBase.java:136)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at org.apache.catalina.startup.Catalina.load(Catalina.java:646)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at org.apache.catalina.startup.Catalina.load(Catalina.java:669)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at java.base/java.lang.reflect.Method.invoke(Method.java:568)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at org.apache.catalina.startup.Bootstrap.load(Bootstrap.java:307)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at org.apache.catalina.startup.Bootstrap.main(Bootstrap.java:477)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.271 | 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/java.lang.reflect.Method.invoke(Method.java:568)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:349)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/java.lang.Thread.run(Thread.java:833)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | Caused by: java.net.BindException: Address already in use
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/sun.nio.ch.Net.bind0(Native Method)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/sun.nio.ch.Net.bind(Net.java:555)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/sun.nio.ch.ServerSocketChannelImpl.netBind(ServerSocketChannelImpl.java:337)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/sun.nio.ch.ServerSocketChannelImpl.bind(ServerSocketChannelImpl.java:294)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/sun.nio.ch.ServerSocketAdaptor.bind(ServerSocketAdaptor.java:89)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.tomcat.util.net.NioEndpoint.initServerSocket(NioEndpoint.java:226)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.tomcat.util.net.NioEndpoint.bind(NioEndpoint.java:202)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.tomcat.util.net.AbstractEndpoint.bindWithCleanup(AbstractEndpoint.java:1296)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.tomcat.util.net.AbstractEndpoint.init(AbstractEndpoint.java:1309)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.tomcat.util.net.AbstractJsseEndpoint.init(AbstractJsseEndpoint.java:231)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.coyote.AbstractProtocol.init(AbstractProtocol.java:693)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.coyote.http11.AbstractHttp11Protocol.init(AbstractHttp11Protocol.java:76)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.catalina.connector.Connector.initInternal(Connector.java:1073)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	... 19 more
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | out 31, 2023 9:44:21 AM org.apache.coyote.AbstractProtocol init
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | INFO: Initializing ProtocolHandler ["ajp-nio-127.0.0.1-8009"]
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | out 31, 2023 9:44:21 AM org.apache.catalina.core.StandardService initInternal
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | SEVERE: Failed to initialize connector [Connector[AJP/1.3-8009]]
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | org.apache.catalina.LifecycleException: Protocol handler initialization failed
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.catalina.connector.Connector.initInternal(Connector.java:1075)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.catalina.util.LifecycleBase.init(LifecycleBase.java:136)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.catalina.core.StandardService.initInternal(StandardService.java:559)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.catalina.util.LifecycleBase.init(LifecycleBase.java:136)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.catalina.core.StandardServer.initInternal(StandardServer.java:857)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.catalina.util.LifecycleBase.init(LifecycleBase.java:136)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.catalina.startup.Catalina.load(Catalina.java:646)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.catalina.startup.Catalina.load(Catalina.java:669)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/java.lang.reflect.Method.invoke(Method.java:568)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.catalina.startup.Bootstrap.load(Bootstrap.java:307)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.catalina.startup.Bootstrap.main(Bootstrap.java:477)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/java.lang.reflect.Method.invoke(Method.java:568)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:349)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/java.lang.Thread.run(Thread.java:833)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | Caused by: java.net.BindException: Address already in use
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/sun.nio.ch.Net.bind0(Native Method)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/sun.nio.ch.Net.bind(Net.java:555)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/sun.nio.ch.ServerSocketChannelImpl.netBind(ServerSocketChannelImpl.java:337)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/sun.nio.ch.ServerSocketChannelImpl.bind(ServerSocketChannelImpl.java:294)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at java.base/sun.nio.ch.ServerSocketAdaptor.bind(ServerSocketAdaptor.java:89)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.tomcat.util.net.NioEndpoint.initServerSocket(NioEndpoint.java:226)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.tomcat.util.net.NioEndpoint.bind(NioEndpoint.java:202)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.tomcat.util.net.AbstractEndpoint.bindWithCleanup(AbstractEndpoint.java:1296)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.tomcat.util.net.AbstractEndpoint.init(AbstractEndpoint.java:1309)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.tomcat.util.net.AbstractJsseEndpoint.init(AbstractJsseEndpoint.java:231)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.coyote.AbstractProtocol.init(AbstractProtocol.java:693)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	at org.apache.catalina.connector.Connector.initInternal(Connector.java:1073)
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 	... 19 more
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | 
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | out 31, 2023 9:44:21 AM org.apache.catalina.startup.Catalina load
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | INFO: Initialization processed in 323 ms
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | out 31, 2023 9:44:21 AM org.apache.catalina.core.StandardService startInternal
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.272 | INFO: Starting service [Catalina]
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.373 | out 31, 2023 9:44:21 AM de.hybris.tomcat.ConfigurableRfc6265CookieProcessor$JuliLogHandler info
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.373 | INFO: No Same Site cookie config file found at tomcat\bin\sameSiteCookies.properties
INFO   | jvm 1    | main    | 2023/10/31 09:44:21.873 | Loading additional classes from: [file:/Desktop/hybris-test-project/CXCOMIEP221100P_6-70007891/hybris/bin/platform/resources/libpatches/velocity-engine-patch-2.3-1.jar]
INFO   | jvm 1    | main    | 2023/10/31 09:44:22.375 | INFO  [localhost-startStop-3] [PlatformInPlaceClassLoader] log4j2 is now correctly initialized
INFO   | jvm 1    | main    | 2023/10/31 09:44:22.375 | INFO  [localhost-startStop-3] [Log4JUtils] Log4j initialisation has been finished
INFO   | jvm 1    | main    | 2023/10/31 09:44:22.976 | INFO  [localhost-startStop-1] [TenantStartupNotifier] Using default implementation of TenantStartupNotifier for tenant <<master>>
INFO   | jvm 1    | main    | 2023/10/31 09:44:22.976 | INFO  [localhost-startStop-1] [TenantStartupNotifier] Instantiating de.hybris.platform.core.BlockingTenantStartupNotifier for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:22.976 | >>> No SAP licenses found in the system. Trying fallback to hybris license.
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.076 | INFO  [localhost-startStop-1] [Registry] Using additional Trust Store set in the hybris properties.
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.076 | INFO  [localhost-startStop-1] [JerseyClientDefaultSslContextProvider] Jersey client will use jvm default SSLContext
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.076 | INFO  [localhost-startStop-1] [Registry] Additional Trust Store has been merged with the default SSLContext.
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.176 | INFO  [localhost-startStop-2] [ConnectionErrorCheckingJDBCConnectionPool] JDBC Connect Retries set to 3.
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.577 | INFO  [localhost-startStop-2] [AbstractTenant] Created master data source DataSourceImpl<<master/master>>
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.577 | INFO  [localhost-startStop-2] [DefaultClusterNodeManagementService] Automatic cluster ID discovery disabled. Configured ID: 0
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.577 | INFO  [localhost-startStop-2] [DefaultBroadcastService] Started message broadcast service:
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.577 | clustering (enabled:false)
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.577 | sending synchronously - no queue
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.577 | methods [<loopback>::de.hybris.platform.cluster.LoopBackBroadcastMethod@798ad876]
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.677 | INFO  [localhost-startStop-2] [hybrisserver] 
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.677 | INFO  [localhost-startStop-2] [hybrisserver] *****************************************************************
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.677 | INFO  [localhost-startStop-2] [hybrisserver] 
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.677 | INFO  [localhost-startStop-2] [hybrisserver] Starting up hybris server
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.677 | INFO  [localhost-startStop-2] [hybrisserver] 
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.677 | INFO  [localhost-startStop-2] [hybrisserver] Configuration:
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.677 | INFO  [localhost-startStop-2] [hybrisserver] 
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.677 | INFO  [localhost-startStop-2] [hybrisserver] Cluster:     disabled
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.677 | INFO  [localhost-startStop-2] [hybrisserver] Tenant:      master
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.677 | INFO  [localhost-startStop-2] [hybrisserver] Mode:        development
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.677 | INFO  [localhost-startStop-2] [hybrisserver] OS:          Linux 6.2.0-35-generic, amd64
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.677 | INFO  [localhost-startStop-2] [hybrisserver] Database:    Pool: hybris - hsqldb, table prefix: 
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.677 | INFO  [localhost-startStop-2] [hybrisserver]              SA - jdbc:hsqldb:file:/Desktop/hybris-test-project/CXCOMIEP221100P_6-70007891/hybris/data/hsqldb/mydb;shutdown=true;hsqldb.tx=MVCC;hsqldb.log_size=256
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.677 | INFO  [localhost-startStop-2] [hybrisserver] Platform:    2211.FP1
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.677 | INFO  [localhost-startStop-2] [hybrisserver] Java:        Private Build
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.677 | INFO  [localhost-startStop-2] [hybrisserver]              OpenJDK Runtime Environment, 17.0.8.1+1-Ubuntu-0ubuntu122.04
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver]              /usr/lib/jvm/java-17-openjdk-amd64
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] VM Locale:   language=en,country=US,region=null
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] Cache:       RegionCache is not yet initialized. [de.hybris.platform.cache.impl.RegionCacheAdapter]
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] Server type: tomcat
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] 
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] *****************************************************************
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] 
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] ---------------------------------------------------------------
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] --- Extensions in dependency order ( options: 
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] ---  @deprecated: is deprecated, p: platform extension,*: auto-required 
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] ---  ?: lazy-loaded, i: got items.xml, b: got beans.xml, c: got core module 
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] ---  w: got web module ) 
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] ---------------------------------------------------------------
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] core 2211.FP1 [p*cib]
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] commons 2211.FP1 [p*ci]
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] deliveryzone 2211.FP1 [p*ci]
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] maintenanceweb 2211.FP1 [p*w]
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] mediaweb 2211.FP1 [p*cw]
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] paymentstandard 2211.FP1 [p*ci]
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] scripting 2211.FP1 [p*ci]
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] processing->(scripting,commons) 2211.FP1 [p*cibw]
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] impex->processing 2211.FP1 [p*ci]
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] testweb 2211.FP1 [p*w]
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] validation->impex 2211.FP1 [p*ci]
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] catalog->validation 2211.FP1 [p*cib]
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] advancedsavedquery->catalog 2211.FP1 [p*ci]
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] europe1->catalog 2211.FP1 [p*ci]
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] platformservices->(paymentstandard,deliveryzone,europe1) 2211.FP1 [p*cb]
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] hac->platformservices 2211.FP1 [p*cw]
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] oauth2->platformservices 2211.FP1 [p*cibw]
